Ly,val
1,1.5468
2,0.13
3,0.0814
4,0.0796
5,0.0714
6,0.0116
7,0.0008
8,0.0018
9,0.0012
10,0.0
11,-0.0
12,-0.0
13,-0.0
14,0.0
15,0.0
16,-0.0
