nperseg,val
32,13.9675
64,10.072
96,9.1065
128,9.4307
160,8.634
192,8.5438
224,9.9214
256,9.9594
288,9.6968
320,10.0193
352,10.4679
384,10.235
416,10.3199
448,10.2834
480,10.1695
512,10.1342
