nperseg,val
32,0.6732
64,-0.7025
96,-1.2544
128,-1.3701
160,-1.5188
192,-1.6317
224,-1.7194
256,-1.6778
288,-1.7122
320,-1.7671
352,-1.7738
384,-1.7457
416,-1.7301
448,-1.7301
480,-1.7384
512,-1.7198
