nperseg,val
32,28.7277
64,30.2068
96,32.1418
128,32.5792
160,33.6574
192,33.8268
224,34.3783
256,34.6414
288,35.1219
320,35.1597
352,35.4667
384,35.6808
416,36.0152
448,36.1191
480,36.1379
512,36.3334
