time,val
0.0,4.1808
0.2,3.2653
0.4,2.1033
0.6,4.0646
0.8,2.7514
1.0,0.5202
1.2,1.7086
1.4,2.7006
1.6,4.2977
1.8,4.2992
2.0,1.0882
2.2,0.8975
2.4,0.2249
2.6,0.0343
2.8,2.1341
3.0,4.3911
3.2,2.6124
3.4,1.5660
3.6,3.5689
3.8,4.0291
4.0,1.8865
4.2,0.6822
4.4,3.1304
4.6,1.2762
4.8,2.2663
5.0,1.4050
5.2,3.9454
5.4,3.7043
5.6,0.9079
5.8,1.6197
6.0,2.3344
6.2,4.4035
6.4,2.2603
6.6,2.9964
6.8,2.7157
7.0,1.8054
7.2,0.2359
