nperseg,val
32,15.4105
64,11.6539
96,10.8779
128,11.3587
160,10.5533
192,10.9862
224,12.0115
256,12.0536
288,11.8643
320,11.7962
352,12.3943
384,12.5031
416,12.3355
448,11.9785
480,12.0724
512,12.0474
