Ly,val
1,28.7502
2,31.9722
3,32.9325
4,33.0054
5,33.2303
6,35.1117
7,37.8407
8,38.7065
9,39.0349
10,39.6861
11,40.0696
12,39.9213
13,39.7961
14,39.8508
15,39.8395
16,39.661
