nperseg,val
32,28.7502
64,28.4449
96,29.8554
128,29.6113
160,32.3536
192,31.8042
224,33.9717
256,34.3113
288,35.5993
320,35.8853
352,36.2527
384,35.9296
416,36.8602
448,36.7933
480,37.3387
512,37.1578
