Ly,val
1,34.9245
2,29.4661
3,27.8119
4,28.3339
5,28.6175
6,28.2919
7,29.0202
8,29.0124
9,29.0161
10,29.1473
11,29.2031
12,29.4184
13,29.8843
14,29.8453
15,29.9434
16,30.2048
