nperseg,val
32,28.9214
64,31.192
96,32.3023
128,32.9602
160,33.8379
192,34.0351
224,34.4333
256,34.7308
288,35.3071
320,35.3677
352,35.498
384,35.6924
416,36.1119
448,36.2901
480,36.2965
512,36.4673
