Ly,val
1,26.0122
2,31.5988
3,32.6414
4,32.623
5,32.8335
6,34.9689
7,37.8172
8,38.6956
9,39.0286
10,39.6851
11,40.0694
12,39.9213
13,39.7961
14,39.8508
15,39.8395
16,39.661
