freq, val
0.25,5.3005034194925013e-08
0.5,1.873413237278911e-08
0.75,1.0566418586117978e-08
1.0,7.613184048201532e-09
1.25,4.562647902677486e-09
1.5,2.3740430734698643e-09
1.75,2.530116580860993e-09
2.0,4.050983464051453e-09
2.25,3.6923250070458925e-09
2.5,2.700847865729032e-09
2.75,9.926767653015713e-10
3.0,7.709026632436085e-10
3.25,1.1739954014824903e-09
3.5,1.2243766899586557e-09
3.75,1.3116705051879712e-09
4.0,5.827768394603795e-10
4.25,8.731242676613085e-10
4.5,2.3895456024053144e-10
4.75,8.012211188530733e-11
5.0,5.606214159518006e-11
5.25,3.764927294901025e-11
5.5,2.471571296769042e-11
5.75,1.6654899674809885e-11
6.0,3.0068694734493954e-11
6.25,1.8261469234081203e-11
6.5,3.466082213018648e-11
6.75,2.260769312581642e-11
7.0,3.5932770058559937e-11
7.25,7.428310907543098e-11
7.5,6.05260134377953e-11
7.75,1.3499523771323003e-10
