Ly,val
1,0.2842
2,-0.2721
3,-0.4627
4,-0.5202
5,-0.5034
6,-0.6623
7,-0.765
8,-0.7782
9,-0.8009
10,-0.7332
11,-0.7303
12,-0.7606
13,-0.7872
14,-0.8027
15,-0.7725
16,-0.7272
