nperseg,val
32,-9.8131
64,-14.2712
96,-14.6379
128,-16.7203
160,-14.3838
192,-16.7388
224,-13.8756
256,-14.6046
288,-14.653
320,-12.4029
352,-14.4759
384,-14.8354
416,-13.7591
448,-13.23
480,-14.2305
512,-13.1391
