gain,val
0,4.483443713785785
1,4.4451000278398975
2,4.30138826738587
3,4.069506637894801
4,3.7878543814766314
5,3.492404319419213
6,3.208488730836871
7,2.951839960028643
8,2.731130561424938
9,2.550192074806081
10,2.4097135518828305
