time,val
0.0,3.2632828616739522e-24
0.1,3.2632828616739522e-24
0.2,3.2632828616739522e-24
0.3,3.2632828616739522e-24
0.4,3.2632828616739522e-24
0.5,3.2632828616739522e-24
0.6,3.2632828616739522e-24
0.7,3.2632828616739522e-24
0.8,3.2632828616739522e-24
0.9,3.2632828616739522e-24
1.0,3.2632828616739522e-24
1.1,3.2632828616739522e-24
1.2,3.2632828616739522e-24
1.3,3.2632828616739522e-24
1.4,3.2632828616739522e-24
1.5,3.2632828616739522e-24
1.6,3.2632828616739522e-24
1.7,3.2632828616739522e-24
1.8,3.2632828616739522e-24
1.9,3.2632828616739522e-24
2.0,3.2632828616739522e-24
2.1,3.2632828616739522e-24
2.2,3.2632828616739522e-24
2.3,3.2632828616739522e-24
2.4,3.2632828616739522e-24
2.5,3.2632828616739522e-24
2.6,3.2632828616739522e-24
2.7,3.2632828616739522e-24
2.8,3.2632828616739522e-24
2.9,3.2632828616739522e-24
3.0,3.2632828616739522e-24
3.1,3.2632828616739522e-24
3.2,3.2632828616739522e-24
3.3,3.2632828616739522e-24
3.4,3.2632828616739522e-24
3.5,3.2632828616739522e-24
3.6,3.2632828616739522e-24
3.7,3.2632828616739522e-24
3.8,3.2632828616739522e-24
3.9,3.2632828616739522e-24
4.0,3.2632828616739522e-24
4.1,3.2632828616739522e-24
4.2,3.2632828616739522e-24
4.3,3.2632828616739522e-24
4.4,3.2632828616739522e-24
4.5,3.2632828616739522e-24
4.6,3.2632828616739522e-24
4.7,3.2632828616739522e-24
4.8,3.2632828616739522e-24
4.9,3.2632828616739522e-24
5.0,3.2632828616739522e-24
5.1,3.2632828616739522e-24
5.2,3.2632828616739522e-24
5.3,3.2632828616739522e-24
5.4,3.2632828616739522e-24
5.5,3.2632828616739522e-24
5.6,3.2632828616739522e-24
5.7,3.2632828616739522e-24
5.8,3.2632828616739522e-24
5.9,3.2632828616739522e-24
6.0,3.2632828616739522e-24
6.1,3.2632828616739522e-24
6.2,3.2632828616739522e-24
6.3,3.2632828616739522e-24
6.4,3.2632828616739522e-24
6.5,3.2632828616739522e-24
6.6,3.2632828616739522e-24
6.7,3.2632828616739522e-24
6.8,3.2632828616739522e-24
6.9,3.2632828616739522e-24
7.0,3.2632828616739522e-24
7.1,3.2632828616739522e-24
7.2,3.2632828616739522e-24
7.3,3.2632828616739522e-24
7.4,3.2632828616739522e-24
7.5,3.2632828616739522e-24
