nperseg,val
32,0.2842
64,-0.5973
96,-1.0865
128,-1.3035
160,-1.4873
192,-1.5999
224,-1.7149
256,-1.6715
288,-1.7123
320,-1.7724
352,-1.7713
384,-1.7483
416,-1.7392
448,-1.7319
480,-1.7396
512,-1.72
