nperseg,val
32,29.9679
64,31.5267
96,32.4717
128,33.0577
160,33.8803
192,34.0347
224,34.4455
256,34.7413
288,35.296
320,35.369
352,35.5034
384,35.7023
416,36.1126
448,36.2832
480,36.2955
512,36.4686
