time,val
0.0,-9.5046
0.1,-8.0203
0.2,-8.6112
0.3,-8.3188
0.4,-7.7581
0.5,-8.3210
0.6,-8.0828
0.7,-8.0867
0.8,-8.2638
0.9,-8.5027
1.0,-8.4103
1.1,-7.8608
1.2,-8.9595
1.3,-8.0879
1.4,-8.1747
1.5,-8.9432
1.6,-8.8897
1.7,-8.2113
1.8,-8.2104
1.9,-8.3679
2.0,-8.4452
2.1,-8.6091
2.2,-9.3746
2.3,-8.6124
2.4,-9.4399
2.5,-8.4069
2.6,-7.9446
2.7,-9.1720
2.8,-8.2970
2.9,-7.6344
3.0,-7.7829
3.1,-7.5813
3.2,-8.3631
3.3,-7.4868
3.4,-8.5195
3.5,-7.5954
3.6,-8.3199
3.7,-8.2167
3.8,-8.1801
3.9,-8.1042
4.0,-6.4809
4.1,-6.3766
4.2,-5.8049
4.3,-6.8517
4.4,-5.8135
4.5,-5.8769
4.6,-6.3860
4.7,-6.5224
4.8,-7.6172
4.9,-7.1195
5.0,-6.9171
5.1,-7.3601
5.2,-6.7276
5.3,-7.4501
5.4,-6.2925
5.5,-6.5542
5.6,-6.9400
5.7,-7.3542
5.8,-7.1536
5.9,-7.5014
6.0,-8.0793
6.1,-8.9807
6.2,-8.5576
6.3,-8.8017
6.4,-8.0825
6.5,-8.0073
6.6,-7.5208
6.7,-8.1493
6.8,-8.3967
6.9,-8.1638
7.0,-7.9523
7.1,-8.2180
7.2,-8.2461
7.3,-8.3619
7.4,-8.4227
7.5,-8.3786
