time,val
0.0,-1.1908
0.2,-0.9670
0.4,-1.4205
0.6,-1.7705
0.8,-1.3846
1.0,-1.5268
1.2,-1.1268
1.4,-1.4097
1.6,-1.2656
1.8,-1.7103
2.0,-0.8644
2.2,-1.3148
2.4,-1.0418
2.6,-0.6339
2.8,-0.6400
3.0,-1.4488
3.2,-1.0208
3.4,-1.2912
3.6,-1.5769
3.8,-1.0875
4.0,-0.7344
4.2,-0.5194
4.4,-1.2888
4.6,-1.8667
4.8,-1.7797
5.0,-1.6955
5.2,-1.6077
5.4,-1.3778
5.6,-1.4428
5.8,-1.9342
6.0,-1.1532
6.2,-1.4477
6.4,-1.8246
6.6,-2.0608
6.8,-1.8604
7.0,-0.9225
7.2,-0.5936
