nperseg,val
32,25.4646
64,24.4341
96,26.5634
128,26.9385
160,28.9883
192,28.1364
224,28.1984
256,27.5152
288,28.9302
320,26.2569
352,25.0602
384,24.6533
416,23.2088
448,23.2644
480,23.3444
512,23.8235
