freq, val
0.25,1.636474092897111e-20
0.5,1.101024428229193e-21
0.75,4.992246070535176e-22
1.0,1.9786213920675377e-22
1.25,2.5487277418175827e-23
1.5,2.0698233698622793e-22
1.75,9.57682281000963e-23
2.0,2.2973059669979636e-22
2.25,1.938960576883323e-21
2.5,1.1427602803318238e-22
2.75,9.203267070826594e-23
3.0,3.1813460673704074e-23
3.25,8.333708742056717e-23
3.5,4.9076224800282536e-23
3.75,9.106053688856566e-22
4.0,1.204815294127127e-22
4.25,2.1695237074017138e-23
4.5,3.7689121010993296e-23
4.75,1.3284709701215566e-23
5.0,5.985004770219499e-24
5.25,5.306408697312339e-24
5.5,2.8053721629054457e-24
5.75,4.214320935781261e-24
6.0,3.0709138210175332e-24
6.25,2.6976599484112606e-24
6.5,6.336740514434363e-24
6.75,7.445855532925182e-24
7.0,8.295489371700482e-23
7.25,9.967678575997901e-23
7.5,6.057480804411338e-23
7.75,1.5925462664192081e-22
