Ly,val
1,1.0464
2,0.4973
3,0.1262
4,0.0334
5,0.0409
6,0.0048
7,0.0007
8,0.0009
9,-0.0002
10,-0.0002
11,-0.0
12,-0.0
13,-0.0
14,-0.0
15,0.0
16,0.0
