Ly,val
1,-7.075
2,-6.623
3,-6.8642
4,-8.4023
5,-8.7217
6,-6.6708
7,-3.0042
8,-3.6098
9,-3.4221
10,-3.737
11,-4.1135
12,-4.3593
13,-4.6183
14,-4.9036
15,-5.3188
