freq, val
0.25,2.4864476801865762e-08
0.5,5.653294551446754e-09
0.75,1.3987936344540075e-09
1.0,1.1632855806418315e-09
1.25,7.676162352381771e-10
1.5,5.053895602791733e-10
1.75,7.8480730098135e-10
2.0,1.5549211442182917e-09
2.25,1.7781070216466748e-09
2.5,1.6209505744839856e-09
2.75,6.476317188867673e-10
3.0,4.135518340116872e-10
3.25,3.97362704504702e-10
3.5,7.431020667151897e-10
3.75,9.004870595191707e-10
4.0,2.155156168397136e-10
4.25,2.6538677609722226e-10
4.5,1.4173492237675623e-10
4.75,3.811215013295178e-11
5.0,1.9581633535786904e-11
5.25,1.8148642920494943e-11
5.5,1.6518929502026393e-11
5.75,1.0302874652643097e-11
6.0,1.532605642590435e-11
6.25,1.1747437197536256e-11
6.5,1.622288096979565e-11
6.75,1.70502739360952e-11
7.0,2.826154506218523e-11
7.25,5.306115451930392e-11
7.5,4.069076177849188e-11
7.75,9.679822676407366e-11
