Ly,val
1,-0.011
2,1.4597
3,2.8056
4,3.0106
5,2.8498
6,3.1486
7,3.3361
8,3.6669
9,3.7382
10,3.7409
11,3.7525
12,3.8575
13,3.7282
14,3.7561
15,3.7112
16,3.8197
