freq, val
0.125,3.6244497503913183e-17
0.25,1.9856064520489063e-17
0.375,2.4086369759364164e-18
0.5,1.7664387252314626e-19
0.625,3.248502297419068e-20
0.75,1.8158287371256778e-20
0.875,7.129801857484778e-21
1.0,2.7986528066345014e-21
1.125,5.5252267758956986e-21
1.25,2.307964227554213e-21
1.375,1.2720293310923278e-21
1.5,2.2036769723133754e-21
1.625,4.575983587271617e-21
1.75,1.8665010450503135e-20
1.875,9.826589661640563e-21
2.0,1.5380104357908878e-20
2.125,9.172559344670909e-21
2.25,1.7980699421061453e-19
2.375,7.624903600861342e-20
2.5,3.1329579557833104e-20
2.625,7.680514322755789e-21
2.75,1.7251811816698586e-21
2.875,2.1834014005581106e-22
3.0,1.1884360889011048e-22
3.125,2.172710954301233e-22
3.25,4.267835852804986e-22
3.375,2.5273472263548734e-21
3.5,3.2328768441087412e-21
3.625,8.131709230807001e-21
3.75,4.7567506446580016e-21
3.875,1.3870408443172368e-21
4.0,9.468160195455875e-22
4.125,5.311681209487971e-22
4.25,1.5231043050666432e-22
4.375,5.753602581736773e-22
4.5,1.2141581713388846e-21
4.625,3.9248307985123307e-22
4.75,9.910769433676998e-23
4.875,5.580394167475505e-23
5.0,6.466780186634275e-23
5.125,6.68170044118003e-23
5.25,7.518048248927124e-23
5.375,1.41118743681872e-23
5.5,3.6825605622390604e-23
5.625,5.45820878583276e-23
5.75,4.3264440644528945e-23
5.875,3.1034078255087846e-23
6.0,2.7494946780409226e-23
6.125,2.7853598859540466e-23
6.25,5.414845946160953e-23
6.375,6.666063132642118e-23
6.5,3.5183540579293833e-23
6.625,3.775900991104516e-23
6.75,9.98069783674545e-23
6.875,8.036132358652721e-23
7.0,1.5843234175856483e-22
7.125,1.3529617075353645e-22
7.25,4.350878773625939e-22
7.375,5.550422554146744e-22
7.5,3.869649710602669e-22
7.625,1.5412291870900217e-22
7.75,1.2553310306231032e-22
7.875,9.741659854328917e-22
