time,val
0.0,29.3260
0.1,25.3669
0.2,30.2860
0.3,26.1792
0.4,27.9845
0.5,27.4514
0.6,27.5338
0.7,27.9820
0.8,26.5019
0.9,27.9416
1.0,28.8845
1.1,26.5586
1.2,28.5935
1.3,25.8937
1.4,28.2581
1.5,27.8303
1.6,26.6203
1.7,28.1464
1.8,26.7470
1.9,27.1847
2.0,27.5935
2.1,26.7609
2.2,29.2164
2.3,26.6388
2.4,31.4641
2.5,29.2605
2.6,28.2567
2.7,29.0637
2.8,27.8042
2.9,30.7903
3.0,29.3716
3.1,27.7694
3.2,27.1556
3.3,25.4865
3.4,31.3773
3.5,27.9077
3.6,29.3791
3.7,26.1337
3.8,28.1448
3.9,29.2201
4.0,27.4745
4.1,26.9839
4.2,27.2455
4.3,27.0929
4.4,28.3048
4.5,26.8823
4.6,28.5304
4.7,26.8366
4.8,28.0035
4.9,29.0069
5.0,28.0984
5.1,29.2161
5.2,27.6503
5.3,27.7227
5.4,29.9854
5.5,26.1152
5.6,27.8823
5.7,27.1908
5.8,25.3237
5.9,29.7024
6.0,26.8131
6.1,30.3870
6.2,27.9064
6.3,28.4749
6.4,29.6113
6.5,26.9323
6.6,27.7390
6.7,27.9834
6.8,27.3616
6.9,29.4740
7.0,27.3502
7.1,29.5785
7.2,26.1627
7.3,27.9326
7.4,29.0898
7.5,28.3378
