Ly,val
1,29.9679
2,32.5089
3,34.3998
4,35.6379
5,35.878
6,36.5841
7,36.9868
8,37.2166
9,37.4036
10,37.674
11,37.8079
12,38.0682
13,38.2678
14,38.5697
15,38.7264
16,38.8578
