time,val
0.0,-9.6392
0.1,-7.7567
0.2,-7.7721
0.3,-8.2352
0.4,-8.0699
0.5,-8.4609
0.6,-8.3511
0.7,-9.1423
0.8,-8.5484
0.9,-8.5204
1.0,-7.7814
1.1,-7.6296
1.2,-7.8404
1.3,-7.2321
1.4,-8.7034
1.5,-9.3462
1.6,-8.9177
1.7,-8.5457
1.8,-9.0282
1.9,-8.8908
2.0,-8.1980
2.1,-7.9700
2.2,-9.0177
2.3,-8.7797
2.4,-8.8448
2.5,-8.0468
2.6,-7.9910
2.7,-7.6650
2.8,-7.2229
2.9,-8.9795
3.0,-9.6083
3.1,-8.6662
3.2,-8.5443
3.3,-8.2407
3.4,-8.6618
3.5,-8.2962
3.6,-8.3044
3.7,-9.2379
3.8,-8.5873
3.9,-8.5417
4.0,-7.3347
4.1,-7.8582
4.2,-7.0182
4.3,-7.2388
4.4,-7.8152
4.5,-8.6544
4.6,-8.1592
4.7,-8.3759
4.8,-8.0187
4.9,-7.7367
5.0,-7.5469
5.1,-7.5314
5.2,-8.4504
5.3,-8.2050
5.4,-8.3827
5.5,-6.8070
5.6,-7.5742
5.7,-6.8860
5.8,-6.4061
5.9,-7.5276
6.0,-7.6529
6.1,-8.2888
6.2,-7.8864
6.3,-7.4161
6.4,-7.9296
6.5,-7.7629
6.6,-8.1828
6.7,-8.3573
6.8,-8.1248
6.9,-8.0399
7.0,-6.8146
7.1,-6.2091
7.2,-5.9469
7.3,-6.4469
7.4,-6.1697
7.5,-7.7845
