nperseg,val
32,1.0464
64,0.3347
96,0.1694
128,0.0975
160,0.0424
192,-0.0004
224,0.0122
256,0.0105
288,-0.0112
320,0.0013
352,0.0054
384,0.0099
416,0.0007
448,-0.0069
480,-0.001
512,0.0013
