freq, win, val
0.5,0.0,17.96535844820789
0.5,0.0265625,17.313095677391875
0.5,0.053125,4.336604004341652
0.5,0.0796875,4.28825365369476
0.5,0.10625,9.831385078119926
0.5,0.1328125,4.017829831349648
0.5,0.159375,5.109561781303562
0.5,0.1859375,3.740453859344322
0.5,0.2125,2.0685477964494368
0.5,0.2390625,2.915442774800601
0.5,0.265625,9.358776883869584
0.5,0.2921875,9.748743496574457
0.5,0.31875,7.242016980018744
0.5,0.3453125,7.792737602134645
0.5,0.371875,1.7845995500942977
0.5,0.3984375,5.7139294599417205
0.5,0.425,2.4501739507035953
0.5,0.4515625,4.492096651314941
0.5,0.478125,3.474041351121917
0.5,0.5046875,6.497909365012498
0.5,0.53125,8.849969750720502
0.5,0.5578125,10.21129564186352
0.5,0.584375,2.501358574345314
0.5,0.6109375,4.884119019565031
0.5,0.6375,7.512379095082928
0.5,0.6640625,6.540469501296062
0.5,0.690625,4.796479099562046
0.5,0.7171875,5.451779340080795
0.5,0.74375,4.683719779213264
0.5,0.7703125,4.395272852796085
0.5,0.796875,6.600790818993907
0.5,0.8234375,5.234208297624988
0.5,0.85,3.7157871655775065
0.5,0.8765625,4.103863855674108
0.5,0.903125,8.279910964378232
0.5,0.9296875,10.909535870671762
0.5,0.95625,10.855739282626162
0.5,0.9828125,8.462174285769471
0.5,1.009375,1.189743873700661
0.5,1.0359375,1.821253396039616
0.5,1.0625,2.1584780317827534
0.5,1.0890625,1.2818168837230295
0.5,1.115625,2.324163044838719
0.5,1.1421875,1.440418819176569
0.5,1.16875,3.844105433335759
0.5,1.1953125,6.057639592675537
0.5,1.221875,5.0098617047153295
0.5,1.2484375,4.876536957926333
0.5,1.275,4.801254216727281
0.5,1.3015625,3.90967808391846
0.5,1.328125,8.423540510587276
0.5,1.3546875,7.550136209659587
0.5,1.38125,8.671529024653495
0.5,1.4078125,5.007059064605025
0.5,1.434375,6.611087325906802
0.5,1.4609375,8.925555542047508
0.5,1.4875,1.8570459996834952
0.5,1.5140625,-0.43783852889783925
0.5,1.540625,2.9913963781081687
0.5,1.5671875,3.6846956231781776
0.5,1.59375,2.20511480756051
0.5,1.6203125,3.9745932265799695
0.5,1.646875,2.1314996087036984
0.5,1.6734375,2.9766904185876593
0.5,1.7,5.776737786707003
0.5,1.7265625,3.5203260874285185
0.5,1.753125,4.804227204637642
0.5,1.7796875,3.081826913023079
0.5,1.80625,8.12791104753523
0.5,1.8328125,5.032569480018542
0.5,1.859375,5.2387057485480915
0.5,1.8859375,3.017672961982074
0.5,1.9125,4.041671773824032
0.5,1.9390625,4.978618371053802
0.5,1.965625,5.604087195214229
0.5,1.9921875,3.426472143222254
0.5,2.01875,4.869467038634616
0.5,2.0453125,2.6726814604300477
0.5,2.071875,5.407620886310921
0.5,2.0984375,5.576549473604797
0.5,2.125,7.832551649780085
0.5,2.1515625,13.503449009653494
0.5,2.178125,9.038941763219025
0.5,2.2046875,8.957452666073426
0.5,2.23125,14.331034590439842
0.5,2.2578125,7.021927852543969
0.5,2.284375,11.028588921261054
0.5,2.3109375,5.85076500971471
0.5,2.3375,8.768883323968819
0.5,2.3640625,9.35837188532623
0.5,2.390625,6.292003370854849
0.5,2.4171875,4.416924623644924
0.5,2.44375,8.000019145596116
0.5,2.4703125,12.849945059077108
0.5,2.496875,12.193613523720046
0.5,2.5234375,11.874056971023885
0.5,2.55,7.415131070228417
0.5,2.5765625,6.8067038151393335
0.5,2.603125,11.456764385819444
0.5,2.6296875,6.63181474575692
0.5,2.65625,5.220200720743312
0.5,2.6828125,6.082079158118229
0.5,2.709375,8.448440252139624
0.5,2.7359375,6.230164080325312
0.5,2.7625,6.303064568325853
0.5,2.7890625,14.959169307436435
0.5,2.815625,14.150199723596469
0.5,2.8421875,10.534205512092354
0.5,2.86875,6.534821506875969
0.5,2.8953125,6.2828295405333465
0.5,2.921875,7.177885982090847
0.5,2.9484375,4.034167318311444
0.5,2.975,4.706747672466257
0.5,3.0015625,4.706165586279175
0.5,3.028125,9.136728199876016
0.5,3.0546875,5.906007097837876
0.5,3.08125,10.365664849632573
0.5,3.1078125,9.365510317792252
0.5,3.134375,7.449529118415429
0.5,3.1609375,7.4463502728156605
0.5,3.1875,5.702106714753451
0.5,3.2140625,7.431503415453174
0.5,3.240625,4.782539003086251
0.5,3.2671875,3.938089455551456
0.5,3.29375,4.127500790458932
0.5,3.3203125,6.995884865467113
0.5,3.346875,7.565600329370957
0.5,3.3734375,8.066310151050478
0.5,3.4,11.491845264229315
0.5,3.4265625,10.879162941542566
0.5,3.453125,4.584097878830805
0.5,3.4796875,7.874283527969349
0.5,3.50625,7.3274619317728025
0.5,3.5328125,2.213396487641723
0.5,3.559375,1.687074029040701
0.5,3.5859375,11.26455804574416
0.5,3.6125,10.069742633376066
0.5,3.6390625,7.26063125007197
0.5,3.665625,6.383187354046708
0.5,3.6921875,4.578316937888104
0.5,3.71875,8.67829169482651
0.5,3.7453125,5.031477897861842
0.5,3.771875,3.4054527128246646
0.5,3.7984375,6.079525151300267
0.5,3.825,7.759690205909614
0.5,3.8515625,4.9073916261319255
0.5,3.878125,4.379096005544003
0.5,3.9046875,7.3848591087545
0.5,3.93125,5.238742983105954
0.5,3.9578125,3.0394882585939467
0.5,3.984375,5.933173422065018
0.5,4.0109375,8.21811542909682
0.5,4.0375,15.04793738427506
0.5,4.0640625,10.217477514819738
0.5,4.090625,6.314403057758614
0.5,4.1171875,12.298181550520157
0.5,4.14375,8.860064164612766
0.5,4.1703125,6.073560625698353
0.5,4.196875,6.687207373513604
0.5,4.2234375,4.674586825493995
0.5,4.25,6.632516423412
0.5,4.2765625,7.936006626374583
0.5,4.303125,8.267546338226433
0.5,4.3296875,12.430443322412483
0.5,4.35625,3.963970729670143
0.5,4.3828125,4.637589050683299
0.5,4.409375,5.873815196204147
0.5,4.4359375,3.5951184484257794
0.5,4.4625,3.542339087044909
0.5,4.4890625,4.046960324819372
0.5,4.515625,2.9589119970251976
0.5,4.5421875,5.329329534163617
0.5,4.56875,2.024636982577068
0.5,4.5953125,4.294886892738857
0.5,4.621875,5.389421836078166
0.5,4.6484375,5.358635108050185
0.5,4.675,4.860815906826962
0.5,4.7015625,6.59051726397848
0.5,4.728125,6.515286944704828
0.5,4.7546875,4.386874266138941
0.5,4.78125,3.9972589296927588
0.5,4.8078125,4.5714707362235
