Ly,val
1,34.9135
2,30.9258
3,30.6176
4,31.3445
5,31.4672
6,31.4405
7,32.3562
8,32.6793
9,32.7543
10,32.8882
11,32.9555
12,33.2758
13,33.6125
14,33.6014
15,33.6546
16,34.0245
