gain,val
0,13.65310165067587
1,12.820912870216617
2,11.514278412047341
3,10.483629845243922
4,9.81713554273951
5,9.457322758021716
6,9.326855833205892
7,9.355242332292828
8,9.486430151411582
9,9.679834717036993
10,9.907882353266015
