gain,val
0,19.58872352702794
1,19.726671120427987
2,19.81276846365505
3,19.851690326302055
4,19.90902101663251
5,20.00063667030631
6,20.117808810924434
7,20.245376709985724
8,20.371533212035384
9,20.489971663032506
10,20.598464199624757
