time,val
0.0,16.519103135514946
0.1,14.943820283449403
0.2,14.855068806141427
0.3,11.537815605448428
0.4,13.08208717820061
0.5,12.932630023597449
0.6,12.922194489830169
0.7,13.773912418316812
0.8,13.042785786704677
0.9,14.736640924224975
1.0,13.980164854525691
1.1,14.020274427067665
1.2,15.366291638023839
1.3,13.339137220825423
1.4,14.742220563232959
1.5,14.665540101308212
1.6,14.128780758089237
1.7,15.74466438958861
1.8,14.211948777250285
1.9,15.136710548943471
2.0,14.57817164243635
2.1,15.080462576599384
2.2,16.611211220010983
2.3,15.734980646303631
2.4,16.230065926304093
2.5,15.125191151797937
2.6,15.288634723529595
2.7,14.446150213170464
2.8,12.341451596130282
2.9,10.259321463612912
3.0,8.306274167933015
3.1,10.231231641900312
3.2,11.202586667954948
3.3,12.8632955441323
3.4,12.01397197106725
3.5,10.150490063493212
3.6,9.493642982999592
3.7,9.515463999283392
3.8,13.408349368201796
3.9,14.992752327938721
4.0,13.83766022846684
4.1,12.721437611139887
4.2,10.910457760763341
4.3,12.340521857744847
4.4,13.353756687669108
4.5,12.14962867831899
4.6,12.63074520470752
4.7,12.278109057234426
4.8,13.390379767494922
4.9,11.496622512963883
5.0,10.484716340311152
5.1,13.780394973893111
5.2,15.257932541050225
5.3,18.438874887839926
5.4,18.55616701646528
5.5,16.695230865381777
5.6,15.833436641295094
5.7,14.573634122335786
5.8,16.090295089218955
5.9,15.181526060734381
6.0,12.402065436551936
6.1,12.007823183326956
6.2,10.338133589382924
6.3,13.173788828074283
6.4,15.020177961642105
6.5,14.458154095066236
6.6,14.229495276323512
6.7,14.56712616701932
6.8,15.75988194523619
6.9,15.201873298410405
7.0,15.495059391673268
7.1,16.43834575622969
7.2,17.417729631820258
7.3,19.163601296620776
7.4,18.964699900872873
7.5,16.23623932126447
