time,val
0.0,26.1736
0.1,25.0322
0.2,28.9939
0.3,25.0014
0.4,25.0114
0.5,25.8735
0.6,23.7213
0.7,28.1175
0.8,25.8867
0.9,28.4952
1.0,28.6647
1.1,26.5570
1.2,29.2949
1.3,26.1510
1.4,29.7239
1.5,28.8713
1.6,26.7520
1.7,29.2269
1.8,26.8881
1.9,28.8784
2.0,27.1687
2.1,28.0256
2.2,30.5742
2.3,27.3561
2.4,31.9878
2.5,27.5660
2.6,26.1270
2.7,29.3515
2.8,27.7798
2.9,31.2543
3.0,28.1003
3.1,27.5516
3.2,28.0354
3.3,25.7250
3.4,31.7233
3.5,27.6655
3.6,30.4678
3.7,24.2543
3.8,24.8009
3.9,25.4777
4.0,25.6047
4.1,27.4009
4.2,24.9797
4.3,24.9050
4.4,27.7254
4.5,26.4170
4.6,28.2444
4.7,26.7775
4.8,27.9869
4.9,28.6487
5.0,25.8338
5.1,29.4376
5.2,26.4551
5.3,26.3604
5.4,29.7079
5.5,25.6325
5.6,30.1596
5.7,27.9446
5.8,26.5709
5.9,28.9253
6.0,26.3171
6.1,30.3629
6.2,28.3065
6.3,28.6892
6.4,28.5015
6.5,25.6620
6.6,28.9988
6.7,27.2356
6.8,27.2593
6.9,29.8623
7.0,27.2069
7.1,30.2968
7.2,27.5967
7.3,28.0419
7.4,29.9933
7.5,28.9793
