Ly,val
1,25.4646
2,23.146
3,23.2837
4,23.9719
5,28.4075
6,25.7763
7,26.5865
8,27.0632
9,25.2541
10,25.7508
11,27.0021
12,25.9957
13,25.9714
14,25.9202
15,23.4487
16,22.5867
