time,val
0.0,24.54040076036296
0.1,13.005204034368209
0.2,14.10472723594319
0.3,10.228459147899787
0.4,5.239603442177349
0.5,13.13636301404166
0.6,5.992992603321535
0.7,14.401173537116792
0.8,9.628139558873336
0.9,12.435666576677423
1.0,13.264756086194529
1.1,12.591554069908437
1.2,16.896831323826405
1.3,17.60908180088502
1.4,14.282460863045758
1.5,15.760258904335684
1.6,12.008675985690685
1.7,15.906240475255842
1.8,17.37781455605434
1.9,12.632104150505338
2.0,18.84637749318272
2.1,15.90814329459404
2.2,24.001766454663954
2.3,21.180429507667125
2.4,25.215440734067943
2.5,28.578253374792205
2.6,26.016691020098396
2.7,24.163415496764387
2.8,11.309902024675534
2.9,12.31600329709602
3.0,6.234620587291653
3.1,10.421607837444357
3.2,10.916452130849489
3.3,4.461027695996247
3.4,11.530922210677799
3.5,9.209753095639563
3.6,4.885352384957996
3.7,9.77845667855859
3.8,13.765577425826098
3.9,13.985814330633815
4.0,18.268675627752174
4.1,15.455536277048253
4.2,15.348855597947008
4.3,8.314987124073195
4.4,16.93239799308047
4.5,13.422769181672598
4.6,15.367196022446365
4.7,15.610506884777152
4.8,12.391038007918112
4.9,17.77179099763408
5.0,11.790940893600236
5.1,14.36814725543469
5.2,19.604089874389526
5.3,17.332450234522653
5.4,25.8749623616524
5.5,21.13176709891503
5.6,25.502400167226284
5.7,19.150764790039936
5.8,17.32022133698959
5.9,21.338294603179012
6.0,6.233833205213255
6.1,10.820685621091537
6.2,14.140656227694867
6.3,10.711159231544512
6.4,20.325098019156695
6.5,16.009277625089688
6.6,18.829660531371495
6.7,14.253593350337352
6.8,14.756500041604063
6.9,15.966971937676849
7.0,17.27176582655623
7.1,18.499112995939594
7.2,22.803578170074044
7.3,24.292848864040153
7.4,28.705928284167186
7.5,23.301883465187288
7.6,23.84268617480176
7.7,21.98705388457462
