freq, val
0.25,-4.377995435891345
0.5,-6.125823330842124
0.75,-2.3313876838605494
1.0,-0.7262298302086222
1.25,0.6793589214590968
1.5,1.7622654715964725
1.75,1.963765061017193
2.0,3.1712574491450187
2.25,2.9985766753631395
2.5,4.199743741139967
2.75,2.288528043815375
3.0,3.063325768749015
3.25,4.422288310222776
3.5,4.331654248552771
3.75,5.673374068911128
4.0,4.807040494836876
4.25,4.824509058006423
4.5,4.630938334765182
4.75,3.6589890780828584
5.0,2.3386177110262034
5.25,2.476104592689804
5.5,2.865447222083821
5.75,2.2420027920729275
6.0,2.7354518575213023
6.25,2.5397181013401675
6.5,2.7600371005333764
6.75,3.015389711035123
7.0,2.5697370742452725
7.25,2.7891812261324516
7.5,1.8468462861720283
7.75,2.0342049842405223
