time,val
0.0,29.2069
0.2,30.1381
0.4,27.5656
0.6,30.0269
0.8,28.3760
1.0,29.3289
1.2,29.8763
1.4,29.9564
1.6,30.7361
1.8,28.3489
2.0,29.1054
2.2,30.0895
2.4,28.6654
2.6,30.5207
2.8,29.1652
3.0,28.6317
3.2,28.6759
3.4,30.1480
3.6,29.7702
3.8,29.5655
4.0,28.9060
4.2,30.0732
4.4,29.2805
4.6,28.0571
4.8,25.9721
5.0,27.9739
5.2,26.6783
5.4,27.5436
5.6,28.8921
5.8,28.1560
6.0,30.9814
6.2,29.1052
6.4,26.7065
6.6,29.3349
6.8,28.4304
7.0,30.2222
7.2,27.1857
