gain,val
0,4.979787037278319e-12
1,1.5075903450210997
2,4.276936633536693
3,6.887526785477787
4,9.024957293033133
5,10.698472573028372
6,11.988991748111925
7,12.984620819230068
8,13.761078147087758
9,14.376876612652538
10,14.874830471525804
