nperseg,val
32,14.3709
64,11.8758
96,11.6216
128,11.6391
160,11.3134
192,11.7876
224,12.5255
256,12.4752
288,12.6139
320,12.7474
352,12.6852
384,12.7492
416,13.0241
448,12.9194
480,12.9081
512,12.7658
