nperseg,val
32,-0.349
64,-0.8791
96,-1.3093
128,-1.378
160,-1.5197
192,-1.6259
224,-1.7247
256,-1.6788
288,-1.7173
320,-1.777
352,-1.7736
384,-1.7503
416,-1.7427
448,-1.7322
480,-1.7415
512,-1.7216
