nperseg,val
32,34.9135
64,33.6549
96,33.1793
128,33.5559
160,33.9826
192,34.126
224,34.5396
256,34.7809
288,35.2866
320,35.3832
352,35.5246
384,35.7505
416,36.0873
448,36.2888
480,36.2911
512,36.4828
