nperseg,val
32,26.0122
64,26.9609
96,28.8115
128,28.3992
160,31.7932
192,31.0396
224,33.6193
256,33.9026
288,35.274
320,35.6728
352,35.9591
384,35.6346
416,36.6393
448,36.6019
480,37.1245
512,36.9932
