freq, val
0.25,2.573949149863698
0.5,4.7840289308505755
0.75,6.626099684868304
1.0,9.7011684042749
1.25,10.683568619271638
1.5,11.178588674999562
1.75,11.346046075263416
2.0,10.630314904937354
2.25,10.845745384900257
2.5,10.05902096221054
2.75,10.299141886841765
3.0,10.285760263629712
3.25,9.161797675509845
3.5,7.513780010344252
3.75,8.126068607841072
4.0,6.825674227240154
4.25,7.003617764965679
4.5,7.804195462890945
4.75,8.896857247218822
5.0,9.130732989483008
5.25,9.493513548145234
5.5,9.801457795676914
5.75,8.947468771784031
6.0,8.231625069676506
6.25,8.16227748289699
6.5,9.42206661828006
6.75,8.776915412529794
7.0,7.521209883867276
7.25,7.164615714581743
7.5,8.131250032277972
7.75,7.671621843855844
