Ly,val
1,14.3709
2,13.9804
3,14.1705
4,14.4099
5,14.4479
6,14.3121
7,14.6495
8,14.8435
9,14.7332
10,14.606
11,14.5488
12,14.6591
13,14.806
14,14.7596
15,14.8045
16,14.9166
