freq,val
-20,3.0276150491924385e-09
-15,1.2527105595728439e-09
-10,5.571199428886299e-10
-5,2.822383985741785e-10
0,1.712684153663529e-10
5,1.2125549997018414e-10
10,9.252529175986917e-11
15,7.10159676188031e-11
20,5.455779074737609e-11
