time,val
0.0,-0.0037
0.2,-0.0075
0.4,-0.0883
0.6,-0.0216
0.8,0.0535
1.0,0.0249
1.2,-0.0385
1.4,0.0357
1.6,0.0831
1.8,-0.0105
2.0,-0.1343
2.2,0.0386
2.4,-0.0620
2.6,-0.0157
2.8,-0.0358
3.0,0.0517
3.2,-0.0414
3.4,-0.0593
3.6,-0.0468
3.8,-0.0247
4.0,-0.0233
4.2,-0.0881
4.4,0.0220
4.6,-0.0381
4.8,-0.1389
5.0,0.0575
5.2,0.0355
5.4,0.0856
5.6,-0.0302
5.8,-0.0037
6.0,-0.0227
6.2,0.1108
6.4,0.0469
6.6,-0.0850
6.8,-0.0857
7.0,-0.0434
7.2,-0.0761
