nperseg,val
32,0.2952
64,-0.5933
96,-1.0848
128,-1.3027
160,-1.4867
192,-1.5998
224,-1.7147
256,-1.6714
288,-1.7122
320,-1.7723
352,-1.7712
384,-1.7483
416,-1.7392
448,-1.7318
480,-1.7397
512,-1.72
