freq, val
0.25,4.814393958644691e-17
0.5,4.943074448684501e-18
0.75,1.8304085981997697e-18
1.0,1.0315090986322717e-18
1.25,2.820963895472892e-19
1.5,1.0842438040312395e-19
1.75,2.20401135883804e-20
2.0,1.6939265349855727e-19
2.25,2.034814805539531e-19
2.5,1.2848874227061332e-20
2.75,1.1069530076535006e-20
3.0,3.3600065588437253e-21
3.25,9.14395741944106e-21
3.5,6.099432877122946e-21
3.75,1.2055424649530149e-20
4.0,3.586900295813023e-21
4.25,5.989100731253565e-22
4.5,4.781950077680135e-22
4.75,1.0324206413931413e-22
5.0,9.039039290084418e-23
5.25,4.36232034318564e-23
5.5,2.5425759736081816e-23
5.75,1.479271126683949e-23
6.0,4.21308121425297e-23
6.25,1.3969287070977898e-23
6.5,4.2134086940277154e-23
6.75,1.8246045139735267e-23
7.0,8.361718893851689e-23
7.25,1.6657845140624102e-22
7.5,1.0199870852564693e-22
7.75,9.38200827045142e-22
