Ly,val
1,-9.8131
2,-6.9964
3,-7.1553
4,-8.7847
5,-9.1184
6,-6.8136
7,-3.0277
8,-3.6207
9,-3.4283
10,-3.7381
11,-4.1136
12,-4.3593
13,-4.6183
14,-4.9036
15,-5.3188
