time,val
0.0,-14.7828
0.1,-13.4490
0.2,-13.9144
0.3,-13.4801
0.4,-13.3198
0.5,-13.4156
0.6,-12.7715
0.7,-14.1593
0.8,-13.0131
0.9,-13.3420
1.0,-13.8058
1.1,-13.3874
1.2,-14.1115
1.3,-13.8076
1.4,-14.3958
1.5,-14.7691
1.6,-14.0132
1.7,-12.8834
1.8,-12.9117
1.9,-13.7523
2.0,-12.7883
2.1,-12.9928
2.2,-13.9728
2.3,-13.4359
2.4,-13.7691
2.5,-13.8055
2.6,-14.3472
2.7,-13.3851
2.8,-12.2977
2.9,-13.0522
3.0,-12.3706
3.1,-13.3621
3.2,-12.7433
3.3,-13.3501
3.4,-14.0463
3.5,-13.4942
3.6,-13.9517
3.7,-13.7932
3.8,-13.8097
3.9,-13.6858
4.0,-12.4560
4.1,-11.8442
4.2,-12.1818
4.3,-12.4627
4.4,-12.1075
4.5,-12.2682
4.6,-12.4248
4.7,-12.3109
4.8,-12.5281
4.9,-12.6638
5.0,-12.3145
5.1,-12.7978
5.2,-12.8393
5.3,-12.1700
5.4,-11.8911
5.5,-12.1042
5.6,-12.5407
5.7,-12.2167
5.8,-11.5101
5.9,-12.4438
6.0,-12.3683
6.1,-12.7998
6.2,-13.5751
6.3,-13.4348
6.4,-13.6254
6.5,-13.0623
6.6,-12.7145
6.7,-13.1219
6.8,-12.7045
6.9,-13.2447
7.0,-12.7936
7.1,-13.3859
7.2,-13.7544
7.3,-13.2841
7.4,-13.6395
7.5,-13.9600
