gain,val
0,2.7869063783389103e-13
1,2.1803662927979204
2,5.597192904928917
3,8.503894466552195
4,10.73601321038633
5,12.391060070936227
6,13.602668293020557
7,14.494272636754978
8,15.16313240259487
9,15.679341422714405
10,16.091130182699334
