time,val
0.0,14.923361459523672
0.2,13.447146326330886
0.4,12.716744636054063
0.6,11.843541357659241
0.8,12.458874554110885
1.0,14.249562790706547
1.2,15.258225190070817
1.4,13.964642085531043
1.6,13.728306773181604
1.8,13.254784086563339
2.0,13.649347784051244
2.2,16.202605451625264
2.4,15.08563709052877
2.6,14.570419023157623
2.8,12.009599031132034
3.0,7.980351962965283
3.2,10.563255082698618
3.4,12.025524734169004
3.6,8.581172076943641
3.8,12.489449457745465
4.0,14.239177321974203
4.2,11.128149627946142
4.4,13.249764445107548
4.6,13.037576215170468
4.8,13.569954399374497
5.0,11.38582124109698
5.2,16.137385783431277
5.4,18.045740362183146
5.6,14.633696066806577
5.8,15.18621682397206
6.0,11.555320680231095
6.2,9.999827935204891
6.4,13.220542780251183
6.6,13.08058280965973
6.8,15.226031153279804
7.0,15.512647846825852
7.2,16.483839542244183
7.4,17.93175181703075
