gain,val
0,1.9006014765291366
1,1.5652300256542655
2,0.9532797349084285
3,0.2740400508735865
4,-0.3506128759962125
5,-0.871816287653854
6,-1.2809415254518144
7,-1.58587561999362
8,-1.7998683028062317
9,-1.9372678930000562
10,-2.0119770474391236
