freq, val
0.125,1.125838727668286e-29
0.25,1.521176507274814e-29
0.375,3.0311528786629146e-28
0.5,1.1798817485225655e-30
0.625,4.445197889465438e-31
0.75,9.960909672370784e-31
0.875,1.4733542401409056e-30
1.0,3.697785493223493e-32
1.125,7.260755890339879e-31
1.25,5.638050207323383e-31
1.375,2.1102485731389624e-31
1.5,4.4621419872596844e-31
1.625,3.018322284615687e-31
1.75,8.016237576395114e-32
1.875,1.6458854643255956e-31
2.0,1.4782475288144229e-30
2.125,3.507760405377285e-31
2.25,1.7055450494852028e-31
2.375,1.0126003312666864e-30
2.5,8.819905885191595e-31
2.625,9.962981875475504e-31
2.75,1.1637670601788417e-29
2.875,2.4223918856070567e-31
3.0,3.4424437396013195e-32
3.125,1.0977800683007242e-31
3.25,3.754253027827125e-31
3.375,5.087996082605369e-31
3.5,1.0374551885648054e-30
3.625,2.390560543470657e-30
3.75,5.1852860183719935e-31
3.875,1.4343400876643165e-31
4.0,6.706872704481847e-32
4.125,9.120348247753778e-32
4.25,2.9635425346105287e-31
4.375,1.210747805180463e-29
4.5,1.2755362690937984e-31
4.625,4.576009547864072e-31
4.75,8.707153657434749e-32
4.875,2.362311539381306e-31
5.0,5.876493742811552e-32
5.125,1.5284750684566553e-31
5.25,3.910351094492899e-32
5.375,2.713854701382115e-31
5.5,5.084455053182303e-32
5.625,4.237045877651919e-32
5.75,1.975077726259194e-31
5.875,4.205660352632274e-31
6.0,1.0485835287086553e-31
6.125,5.317171588129093e-32
6.25,7.759303578475562e-32
6.375,2.7127079920387627e-32
6.5,1.3866695599588098e-32
6.625,5.114413963428326e-32
6.75,3.8518598887744717e-32
6.875,1.4405858468576299e-30
7.0,2.7733391199176196e-32
7.125,1.1305208773553074e-31
7.25,5.693708724941469e-32
7.375,1.0677355611682836e-30
7.5,3.7434371659793386e-32
7.625,4.112787730869603e-31
7.75,5.700752635386218e-32
7.875,1.329052155789225e-31
