freq, val
0.25,6.117144784608576
0.5,8.130539060061944
0.75,8.016897211588908
1.0,8.645326246639346
1.25,12.46472943541427
1.5,13.940643639577084
1.75,13.820522865838909
2.0,7.1645295320499045
2.25,11.324578253073835
2.5,11.730616804854856
2.75,11.561105249957963
3.0,13.536182308082921
3.25,13.343217818572722
3.5,11.344059850107506
3.75,13.695232430394624
4.0,10.372746972908683
4.25,6.2111160106868315
4.5,4.355248919972974
4.75,5.231879783223372
5.0,3.5758142582734282
5.25,4.367030151316643
5.5,4.36077221954211
5.75,1.4692764733246229
6.0,2.3766568863892785
6.25,2.0066094801257988
6.5,6.867758542130225
6.75,1.0771261145545388
7.0,0.09199905285943326
7.25,1.7486165459653724
7.5,-1.5573325111141147
7.75,1.4591879680007345
