freq,val
-20,3.857309866213147e-15
-15,4.821637332766433e-15
-10,2.8929823996598604e-15
-5,4.821637332766433e-15
0,3.857309866213147e-15
5,3.857309866213147e-15
10,4.821637332766433e-15
15,3.857309866213147e-15
20,4.821637332766433e-15
