freq,val
-15,8.942142899611828e-21
-12,6.901374151850348e-21
-9,2.4278618517580825e-21
-6,1.3879246162380421e-21
-3,8.193818464475472e-22
0,2.2220692978820175e-22
3,1.2797390585504998e-22
6,1.4547281201249295e-22
9,4.37453410406909e-23
12,4.301003534535169e-23
15,4.422820242969569e-23
