freq, val
0.25,2.553150101813103e-29
0.5,9.066284739627844e-30
0.75,1.993511283182129e-30
1.0,2.7514188678986858e-30
1.25,8.409003246313068e-31
1.5,5.106898841220929e-31
1.75,3.8075635000535653e-31
2.0,3.571468562995995e-31
2.25,2.702720481900398e-31
2.5,1.7012495705273553e-30
2.75,4.418796599811128e-31
3.0,2.165534353787912e-31
3.25,7.282583096376268e-31
3.5,1.7129363586857437e-31
3.75,6.314631377568998e-31
4.0,1.0789888768294464e-31
4.25,8.230363537573166e-32
4.5,4.359733252720774e-31
4.75,1.1452361858366412e-31
5.0,9.756222145595679e-32
5.25,6.083406460635241e-31
5.5,3.405044141676634e-32
5.75,1.1469034713126267e-31
6.0,6.494235772473759e-32
6.25,1.3886072554526694e-31
6.5,7.661574823227938e-32
6.75,5.521737447055426e-31
7.0,1.0002858833971967e-31
7.25,1.6584719960744178e-31
7.5,1.1038431810886102e-31
7.75,9.20333861244174e-32
