gain,val
0,-1.3018420798469397e-14
1,0.8527073126852364
2,2.581192712470817
3,4.493511693907754
4,6.295307769483935
5,7.899198815193353
6,9.295691552908535
7,10.500342386439733
8,11.535220607605474
9,12.422955736818484
10,13.184872056967414
