freq, val
0.25,-3.1062966942425554
0.5,-1.6611711226017705
0.75,1.6045192110302957
1.0,2.3034962673276738
1.25,2.0461732503935224
1.5,4.296091226564167
1.75,3.7989167309535885
2.0,5.819240068683412
2.25,3.908096387775256
2.5,4.965232134832615
2.75,2.2938604858256113
3.0,3.582085915760666
3.25,5.040056103440093
3.5,3.1862147076759966
3.75,3.666540346368894
4.0,6.39600842700413
4.25,7.661156414890997
4.5,7.663706039284534
4.75,3.1771173872809504
5.0,4.394964471602613
5.25,3.350181557071844
5.5,3.930966650037146
5.75,3.1262761877316594
6.0,4.354550279293432
6.25,6.0057014121520105
6.5,5.332592378484348
6.75,5.467665591401721
7.0,5.2197584532611145
7.25,5.564651153181127
7.5,5.031746899796493
7.75,5.268238855818103
